Latitude,proportion
373546N,0.0001163399453202257
34.013056,0.0001163399453202257
385735N,0.0001163399453202257
039551N,0.0001163399453202257
472014N,0.0001163399453202257
034568N,0.0001163399453202257
611112N,0.0001163399453202257
043230N,0.0001163399453202257
40.039444,0.0001163399453202257
424749N,0.0001163399453202257
383054N,0.0001163399453202257
413110N,0.0001163399453202257
294421N,0.0001163399453202257
35.04,0.0001163399453202257
334032N,0.0001163399453202257
303158N,0.0001163399453202257
335331N,0.0001163399453202257
404621N,0.0001163399453202257
036228N,0.0001163399453202257
355127N,0.0001163399453202257
433455N,0.0001163399453202257
351039N,0.0001163399453202257
43.878889,0.0001163399453202257
432037N,0.0001163399453202257
283713N,0.0001163399453202257
315250N,0.0001163399453202257
55.35,0.0001163399453202257
424413N,0.0001163399453202257
403413N,0.0001163399453202257
003795N,0.0001163399453202257
38.554444,0.0001163399453202257
322858N,0.0001163399453202257
032438N,0.0001163399453202257
344836N,0.0001163399453202257
36.124445,0.0001163399453202257
451140N,0.0001163399453202257
59.933056,0.0001163399453202257
28.228056,0.0001163399453202257
031254N,0.0001163399453202257
445951N,0.0001163399453202257
002983N,0.0001163399453202257
303815N,0.0001163399453202257
38.945833,0.0001163399453202257
033742N,0.0001163399453202257
035250N,0.0001163399453202257
414619N,0.0001163399453202257
040523N,0.0001163399453202257
391323N,0.0001163399453202257
003681N,0.0001163399453202257
