Air.carrier,proportion
US Aviation Group LLC,0.0001201345506967804
Regional Express,0.0001201345506967804
Frederick Flight Center,0.0001201345506967804
Aero Atlanta Flight Center,0.0001201345506967804
Shanghai Airlines,0.0001201345506967804
National Park Service,0.0001201345506967804
MED-TRANS CORP,0.0001201345506967804
DRAKE AERIAL ENTERPRISES LLC DBA,0.0001201345506967804
Applebee Aviation Inc,0.0001201345506967804
BERKSHIRE AVIATION ENTERPRISES INC,0.0001201345506967804
Cloud 9 Helicopters,0.0001201345506967804
American Flight Center,0.0001201345506967804
RED WILLOW AVIATION SPRAYING INC,0.0001201345506967804
EAST TENNESSEE PILOTS CLUB,0.0001201345506967804
Heli Austria GmbH,0.0001201345506967804
SCOTTS HELICOPTER SERVICES INC,0.0001201345506967804
B & S AIR INC,0.0001201345506967804
TIDEWATER SOARING SOCIETY,0.0001201345506967804
Qantas Airways Limited,0.0001201345506967804
